2.916910999999999896e-03,-8.823153999999999719e-03,-1.786530000000000062e-02
4.978556000000000301e-03,-8.774634999999999380e-03,-2.302447999999999995e-02
3.446869999999999882e-03,-7.305395999999999591e-03,-2.613965000000000038e-02
4.378151000000000265e-03,-8.229220000000000632e-03,-2.246607999999999938e-02
5.006169999999999891e-03,-8.141505999999999743e-03,-2.384025999999999854e-02
1.996794999999999994e-03,-7.250328000000000328e-03,-2.596191000000000124e-02
-4.718596000000000248e-04,-5.531580999999999824e-03,-2.564900000000000166e-02
-7.555679000000000475e-04,-4.444860999999999604e-03,-2.645045999999999856e-02
-1.528169999999999919e-03,-3.666564000000000195e-03,-2.601142999999999858e-02
-2.391153000000000028e-03,-2.290945999999999868e-03,-2.651972000000000010e-02
1.093751999999999919e-03,-4.687588000000000345e-03,-2.685954000000000119e-02
4.550076999999999594e-03,-7.487894000000000147e-03,-2.509841000000000155e-02
2.879173000000000062e-03,-8.429990999999999526e-03,-2.597533999999999954e-02
2.247428000000000099e-03,-7.257598999999999995e-03,-2.619275999999999896e-02
3.304683000000000100e-03,-4.190852999999999592e-03,-2.584064000000000152e-02
2.415885999999999902e-03,-5.425980999999999860e-03,-2.632140999999999995e-02
1.618559000000000100e-03,-4.753452000000000024e-03,-2.472722000000000114e-02
9.813523000000001079e-04,-1.927498000000000091e-04,-2.471338000000000007e-02
8.885329999999999850e-06,4.452347999999999744e-04,-2.340456000000000134e-02
-3.627646999999999794e-04,-4.410139000000000095e-04,-1.992557000000000009e-02
-4.870227000000000085e-04,-1.514937999999999962e-03,-1.898630999999999930e-02
-3.559581999999999829e-04,-2.419472000000000202e-03,-1.853954999999999839e-02
-2.291605999999999960e-04,-6.548840000000000217e-03,-1.844215999999999911e-02
-1.311498000000000026e-04,-1.261049000000000024e-02,-1.773726999999999943e-02
-4.411479999999999850e-04,-8.526038999999999146e-03,-1.743880999999999903e-02
-1.565163000000000058e-03,-1.836965999999999989e-03,-1.881303999999999962e-02
-9.294028000000000185e-04,-1.594163000000000004e-03,-1.693978000000000150e-02
8.719951999999999890e-06,-8.662852000000000182e-04,-1.448155999999999922e-02
-1.236221000000000021e-03,-1.725971000000000081e-04,-1.627775000000000055e-02
-9.112467000000000180e-04,-4.302846000000000036e-04,-1.730821999999999916e-02
-4.350345000000000037e-04,-6.122019999999999502e-04,-1.458218000000000014e-02
-1.176794000000000104e-03,-2.986203000000000208e-03,-1.445833000000000014e-02
1.646135999999999921e-04,-4.768586000000000005e-03,-1.507421999999999929e-02
7.508280000000000422e-04,-3.324208999999999845e-03,-1.201678999999999942e-02
3.886628000000000153e-04,-1.192537000000000024e-03,-1.171715000000000083e-02
1.327517000000000063e-03,-2.341802999999999940e-03,-1.142364000000000053e-02
2.052524999999999922e-03,-6.116693000000000303e-03,-9.459551999999999544e-03
2.737531000000000079e-03,-9.001040999999999556e-03,-9.971835999999999547e-03
2.742893000000000154e-03,-9.958193000000000600e-03,-1.041718999999999978e-02
1.330037000000000059e-03,-8.580468000000000817e-03,-1.438428999999999923e-02
-3.669915000000000048e-04,-6.259510999999999721e-03,-1.968247000000000052e-02
-7.216568999999999718e-04,-2.305441999999999995e-03,-1.958932000000000034e-02
-1.903601999999999898e-03,1.958977000000000201e-03,-1.587041999999999967e-02
-4.294252999999999612e-03,3.222456999999999969e-04,-1.274419000000000073e-02
-2.508176999999999889e-05,-4.128231999999999909e-03,-1.373885000000000037e-02
5.250842000000000356e-03,-6.242957000000000367e-03,-1.301800000000000006e-02
2.489832999999999890e-03,-4.297267999999999921e-03,-9.259256999999999904e-03
8.106327999999999884e-04,4.152380999999999911e-04,-7.535240000000000340e-03
1.166027000000000036e-03,3.754065999999999913e-04,-7.543860000000000322e-03
-6.930306999999999917e-04,-1.618403000000000029e-03,-1.017442999999999993e-02
-7.724243000000000645e-05,-1.817926999999999998e-03,-1.093676000000000023e-02
5.036869000000000242e-04,-3.620556999999999942e-03,-6.965599999999999743e-03
-4.946030000000000348e-04,-5.030821999999999898e-03,-2.073685999999999932e-03
1.562458000000000076e-04,-6.879767999999999648e-03,-3.726776999999999911e-04
6.459274000000000526e-05,-7.551414000000000216e-03,-3.797477000000000057e-03
-3.200565999999999741e-04,-7.095538000000000192e-03,-5.405761999999999720e-03
1.853520000000000102e-04,-9.193415999999999394e-03,-3.975260999999999899e-03
-3.749040999999999940e-04,-5.811484999999999915e-03,-4.314680999999999898e-03
-1.012817999999999965e-03,-1.100332999999999997e-03,-4.936361000000000221e-03
-1.611369999999999990e-03,-3.513449000000000086e-03,-4.429085999999999614e-03
-1.764939999999999998e-03,-3.724755000000000166e-03,-3.492312000000000020e-03
-6.357268999999999594e-04,-2.230555999999999858e-03,-3.647089000000000060e-03
1.047455999999999995e-03,-3.286976999999999954e-03,-2.951548999999999926e-03
3.018694000000000151e-03,-2.275556000000000193e-03,-7.014658999999999478e-04
1.412164999999999948e-03,1.717125000000000064e-04,3.388345999999999763e-04
-1.509139999999999961e-03,1.755540000000000095e-03,-8.417306000000000484e-04
6.024600999999999953e-05,-7.590393000000000563e-05,-5.925806999999999949e-03
4.354224999999999871e-04,-4.052565000000000160e-03,-1.006840999999999986e-02
-8.185338000000000336e-04,-4.295349999999999863e-03,-8.023281999999999636e-03
2.276555000000000093e-04,-2.928964999999999954e-03,-3.412107000000000161e-03
-2.998938000000000255e-04,-2.023084000000000080e-03,3.589624000000000243e-04
-1.147484000000000047e-03,1.714439000000000002e-04,2.647864000000000207e-03
-2.222655000000000084e-04,1.574181000000000018e-03,2.381056999999999792e-03
1.575500000000000077e-03,3.070189000000000078e-03,-2.269756999999999851e-03
